model,dataset,split,order_p,order_d,order_q,AIC,train_adf_stat,train_adf_pvalue,train_MSE,train_RMSE,train_MAE,train_R2,test_MSE,test_RMSE,test_MAE,test_R2
ARIMA,with_outliers,70:30,3,2,3,6753.16584945726,2.4863574404938396,0.9990453189062753,3.1850072397916462,1.7846588580991176,0.9880845829350484,0.9981805896697702,115.70855296491206,10.756791016140086,7.1425706580693795,0.996089618078264
ARIMA,with_outliers,80:20,1,1,3,10227.863355347587,-0.8327317860726251,0.80931780462034,11.758417372665864,3.429054880381162,1.6749073249751212,0.9978785238459824,136.62224526687675,11.688551889215223,7.414510413516439,0.9965593920761382
ARIMA,with_outliers,85:15,2,2,3,11060.17798833111,-1.2055951408314078,0.6711842041835515,12.902780935300337,3.5920441165581942,1.8297321154229025,0.9976993412688635,169.95877933520245,13.036823974235537,8.337226795474958,0.9953915794391986
ARIMA,without_outliers,70:30,3,1,2,4628.7675030277605,0.09471137896407045,0.9656981549570981,1.4773732027399304,1.2154724195718842,0.6963473992760382,0.9971918845716659,3.109856103103905,1.7634784101609822,0.7407818911610208,0.9410533528910675
ARIMA,without_outliers,80:20,3,2,3,6860.323373599168,2.833947346306816,1.0,3.2676301603475184,1.8076587510776247,1.0105662925151753,0.9983171919914341,28.22774398977845,5.312978824518168,3.5920615384276946,0.9751767581678389
ARIMA,without_outliers,85:15,2,2,3,8226.08713303142,1.9945816317245852,0.9986658691208907,4.933892193012729,2.2212366359784204,1.1960214906782058,0.9988824797003123,51.935361572076836,7.206619288687091,5.425591203324518,0.9779651874367208
ARIMA,clean_train_full_test,70:30,3,1,2,4628.7675030277605,0.09471137896407045,0.9656981549570981,1.4773732027399304,1.2154724195718842,0.6963473992760382,0.9971918845716659,130.80398173028868,11.436956838700088,7.290917927174928,0.9955794665792397
ARIMA,clean_train_full_test,80:20,3,2,3,6860.323373599168,2.833947346306816,1.0,3.2676301603475184,1.8076587510776247,1.0105662925151753,0.9983171919914341,137.57336650591174,11.72916734069012,7.4387785594076545,0.9965354396424391
ARIMA,clean_train_full_test,85:15,2,2,3,8226.08713303142,1.9945816317245852,0.9986658691208907,4.933892193012729,2.2212366359784204,1.1960214906782058,0.9988824797003123,211.1235233801152,14.530090274327796,8.820302841704878,0.9942754002481105
