model,dataset,split,status,test_RMSE_mean,test_RMSE_std,test_MAE_mean,test_MAE_std,test_R2_mean,test_R2_std,train_RMSE_mean,train_RMSE_std,train_MAE_mean,train_MAE_std,train_R2_mean,train_R2_std
GRU,with_outliers,70:30,OK,130.70676464468232,7.46377927514875,73.204087903077,5.907578661633421,0.459733289686213,0.059503873280867675,1.1233543784238145,0.08270689743811385,0.8280972400318494,0.0931335144812214,0.9986076263563237,0.0002066235261054276
GRU,with_outliers,80:20,OK,74.2656665182355,9.657008027710424,38.03006816790856,6.850601690252014,0.851869968782902,0.04077178958710081,1.8949673288290736,0.3819747855663568,1.4453389987138787,0.48316574344323376,0.99845969615394,0.000630884907325415
GRU,with_outliers,85:15,OK,71.99323928384955,13.18528872327212,36.81169310542954,7.601205501985965,0.7901136025912379,0.0722472450857462,1.9843990200772361,0.2534213700576148,1.440335920152049,0.287573076018285,0.9991621348020472,0.0002147750682677675
GRU,without_outliers,70:30,OK,4.799756345245468,0.2712966604494389,4.103291244506838,0.20087949379659442,-0.14009303251311994,0.12737749198104284,2.8160198350414265,0.34058030218079555,2.2385309675811755,0.38274468157829006,0.983879553968859,0.0037524724735159692
GRU,without_outliers,80:20,OK,6.319336580840668,2.5023677794789543,5.050129364349029,2.007553103177596,0.9482287032855069,0.038747500472603946,2.6465286534338555,0.9146282980024444,1.960624256358051,0.5571523323240162,0.9947390789906535,0.0035907394999999368
GRU,without_outliers,85:15,OK,5.874151903676052,0.9081710008912353,5.444635244516229,0.9863834131290179,-0.924035188121243,0.5570678741683212,1.9195826539980914,0.2779724945998169,1.2959298358908025,0.2222313905636611,0.998977048362255,0.00029739679279475385
GRU,clean_train_full_test,70:30,OK,205.813875446204,5.88104204465619,136.27632224296644,5.600265241342376,-0.3369449787082384,0.07637176354492306,3.1512471468836596,0.6594205609360309,2.594520281857565,0.6809072436469097,0.9788023297936637,0.007806011382876742
GRU,clean_train_full_test,80:20,OK,157.76600016441256,26.258717463580158,103.1210656010876,20.755484587820657,0.32581630208144263,0.20407357151047664,2.6632112891894946,0.5742402654575686,2.016838964315069,0.4352564811025092,0.9949563170637521,0.002132245252112904
GRU,clean_train_full_test,85:15,OK,99.77492114787655,5.2808323266713,60.82845465357523,4.693759011285509,0.6065264115187556,0.041554689100144676,2.092746397125572,0.2208094282486222,1.4834037270292568,0.28785420231119,0.9987935750410669,0.00025479004474410053
